Bus,busmap
ES323-220,ES0 0
ES324-220,ES0 0
ES325-220,ES0 1
ES327-220,ES0 1
ES328-220,ES0 1
ES329-400,ES0 0
ES33-400,ES0 2
ES330-400,ES0 0
ES331-220,ES0 1
ES332-220,ES0 0
ES337-220,ES0 1
ES338-220,ES0 1
ES339-220,ES0 1
ES34-220,ES0 2
ES340-220,ES0 0
ES341-220,ES0 1
ES342-220,ES0 1
ES344-220,ES0 0
ES346-220,ES0 1
ES347-220,ES0 1
ES348-220,ES0 1
ES349-220,ES0 1
ES35-400,ES0 2
ES350-220,ES0 1
ES351-220,ES0 1
ES352-220,ES0 1
ES353-220,ES0 1
ES354-220,ES0 1
ES355-220,ES0 1
ES356-220,ES0 1
ES357-220,ES0 1
ES358-220,ES0 1
ES36-220,ES0 2
ES360-400,ES0 1
ES361-400,ES0 1
ES362-400,ES0 1
ES363-220,ES0 1
ES365-220,ES0 1
ES366-400,ES0 1
ES367-220,ES0 1
ES369-220,ES0 1
ES37-400,ES0 2
ES370-220,ES0 1
ES371-220,ES0 1
ES372-220,ES0 1
ES373-220,ES0 1
ES374-220,ES0 1
ES375-220,ES0 1
ES376-220,ES0 1
ES378-220,ES0 1
ES379-220,ES0 1
ES38-400,ES0 2
ES381-220,ES0 1
ES382-220,ES0 1
ES39-220,ES0 2
ES40-400,ES0 2
ES43-220,ES0 2
ES44-220,ES0 2
ES46-220,ES0 2
ES48-220,ES0 2
ES49-220,ES0 2
ES50-220,ES0 2
ES51-220,ES0 2
ES52-220,ES0 2
ES55-220,ES0 2
ES56-220,ES0 2
ES58-220,ES0 2
ES6-220,ES0 2
ES60-220,ES0 2
ES62-220,ES0 2
ES65-220,ES0 2
ES68-400,ES0 2
ES69-220,ES0 0
ES7-220,ES0 2
ES71-220,ES0 2
ES72-220,ES0 0
ES73-400,ES0 2
ES74-220,ES0 2
ES75-220,ES0 2
ES77-400,ES0 2
ES78-400,ES0 2
ES8-400,ES0 2
ES81-220,ES0 2
ES82-220,ES0 2
ES84-220,ES0 2
ES87-220,ES0 2
ES88-220,ES0 2
ES9-400,ES0 2
ES90-220,ES0 2
ES92-220,ES0 2
ES93-220,ES0 2
ES94-220,ES0 2
ES95-220,ES0 2
ES97-400,ES0 2
ES98-220,ES0 2
ES99-220,ES0 2
relation/15715982-400,ES0 2
relation/16809528-400,ES0 0
relation/17148268-400,ES0 1
relation/17319555-220,ES0 0
relation/17444204-400,ES0 2
relation/17678185-220,ES0 0
relation/17805735-220,ES0 2
way/101078312-220,ES0 2
way/101953901-400,ES0 2
way/1028926498-400,ES0 0
way/103158873-400,ES0 2
way/103190094-220,ES0 0
way/103511952-400,ES0 2
way/104020696-400,ES0 0
way/104026138-220,ES0 2
way/104370242-400,ES0 2
way/104730022-220,ES0 2
way/105259481-400,ES0 2
way/110506713-220,ES0 0
way/111584995-220,ES0 0
way/1141933143-400,ES0 2
way/1153834517-400,ES0 2
way/1154224087-225,ES0 0
way/115680075-400,ES0 2
way/118057369-400,ES0 2
way/118641117-220,ES0 2
way/1218840771-400,ES0 2
way/1232240349-220,ES0 2
way/124121964-400,ES0 0
way/1243143644-220,ES0 2
way/1245390527-220,ES0 2
way/1246090890-220,ES0 0
way/1246115410-400,ES0 1
way/1252105002-220,ES0 2
way/1252514183-220,ES0 0
way/1255236015-220,ES0 0
way/1257151190-220,ES0 0
way/126100935-220,ES0 0
way/1262644008-220,ES0 0
way/1262722032-400,ES0 1
way/1262722037-220,ES0 1
way/1262731213-400,ES0 1
way/1266061515-220,ES0 0
way/1266081844-400,ES0 0
way/1266109989-400,ES0 0
way/1267694217-400,ES0 1
way/1267909080-220,ES0 0
way/126881765-400,ES0 0
way/126987023-400,ES0 0
way/1273759380-220,ES0 1
way/127528728-220,ES0 0
way/1275359449-220,ES0 2
way/127605081-220,ES0 0
way/1277630152-400,ES0 0
way/127787669-400,ES0 0
way/128873801-220,ES0 0
way/129441519-400,ES0 0
way/129767234-400,ES0 0
way/134884956-400,ES0 2
way/140011919-400,ES0 0
way/140781473-220,ES0 2
way/143207685-400,ES0 0
way/143207686-220,ES0 0
way/143483652-220,ES0 2
way/143483653-220,ES0 2
way/143483666-400,ES0 2
way/144138407-220,ES0 2
way/144138410-220,ES0 2
way/144138420-400,ES0 2
way/144156731-220,ES0 2
way/144233436-220,ES0 2
way/144297377-220,ES0 2
way/144297424-220,ES0 2
way/144297438-220,ES0 2
way/144306676-220,ES0 2
way/144312477-220,ES0 2
way/144312479-220,ES0 2
way/144327151-220,ES0 2
way/144327157-400,ES0 2
way/144487932-400,ES0 1
way/144767090-400,ES0 1
way/144767096-400,ES0 1
way/144787749-400,ES0 1
way/144812118-220,ES0 1
way/144813618-220,ES0 1
way/144827711-220,ES0 1
way/144909709-400,ES0 1
way/144909722-400,ES0 1
way/144909723-400,ES0 0
way/144915428-400,ES0 0
way/144915438-400,ES0 0
way/144922719-220,ES0 0
way/144926472-220,ES0 0
way/144931782-400,ES0 0
way/144933376-400,ES0 0
way/144941889-400,ES0 0
way/144942113-400,ES0 0
way/145171008-400,ES0 0
way/145302700-400,ES0 0
way/145302702-220,ES0 0
way/145316518-220,ES0 0
way/145326592-220,ES0 0
way/145333039-220,ES0 2
way/145337069-220,ES0 2
way/145456411-220,ES0 1
way/145461765-400,ES0 1
way/145466007-220,ES0 1
way/145478409-220,ES0 1
way/145599515-220,ES0 1
way/145821099-220,ES0 0
way/145823172-400,ES0 0
way/151490968-220,ES0 1
way/158620489-220,ES0 0
way/159930931-400,ES0 2
way/164823726-220,ES0 1
way/165580300-400,ES0 0
way/168357739-400,ES0 1
way/168358225-400,ES0 2
way/169523046-400,ES0 0
way/169528510-220,ES0 0
way/169703140-220,ES0 0
way/169703141-220,ES0 0
way/169729505-400,ES0 0
way/169769013-220,ES0 0
way/169867109-400,ES0 0
way/169882238-220,ES0 0
way/169882239-220,ES0 0
way/169883205-400,ES0 2
way/169947613-220,ES0 0
way/169999915-400,ES0 0
way/170140947-220,ES0 0
way/170156685-220,ES0 0
way/170371019-220,ES0 2
way/170424446-400,ES0 1
way/170424447-400,ES0 1
way/170424455-400,ES0 1
way/170433606-220,ES0 1
way/170485452-220,ES0 2
way/170485453-400,ES0 2
way/170511092-400,ES0 2
way/170519401-220,ES0 2
way/170607798-220,ES0 2
way/170671537-220,ES0 2
way/170779407-220,ES0 1
way/170779408-220,ES0 1
way/170946426-400,ES0 1
way/170954487-400,ES0 1
way/170968145-400,ES0 1
way/170968150-220,ES0 1
way/171071300-220,ES0 1
way/171106850-220,ES0 1
way/171251565-400,ES0 0
way/171256169-400,ES0 0
way/171274139-220,ES0 0
way/171277174-220,ES0 0
way/171277691-220,ES0 0
way/171419971-220,ES0 0
way/171560239-220,ES0 1
way/172454609-220,ES0 2
way/173191596-220,ES0 2
way/178294745-400,ES0 0
way/179492338-220,ES0 0
way/180545587-220,ES0 0
way/181621073-220,ES0 2
way/181664117-400,ES0 1
way/181906370-400,ES0 0
way/181912569-400,ES0 0
way/181917947-220,ES0 0
way/187392726-220,ES0 2
way/187645709-400,ES0 2
way/187830917-220,ES0 1
way/189184531-400,ES0 2
way/189184555-400,ES0 2
way/189577215-400,ES0 2
way/190058570-400,ES0 2
way/190098039-220,ES0 2
way/190110739-400,ES0 2
way/190236352-400,ES0 2
way/190249315-220,ES0 0
way/190249507-220,ES0 0
way/190289523-220,ES0 0
way/190907238-220,ES0 2
way/191053032-220,ES0 1
way/191095881-220,ES0 2
way/191485195-400,ES0 2
way/194360413-220,ES0 2
way/194699926-220,ES0 2
way/194699929-220,ES0 2
way/196202210-220,ES0 2
way/196202213-400,ES0 2
way/196207063-400,ES0 2
way/196215046-400,ES0 2
way/196483351-220,ES0 2
way/196484252-220,ES0 2
way/196522660-220,ES0 2
way/196533213-220,ES0 2
way/196544701-220,ES0 0
way/202891403-400,ES0 2
way/205141906-220,ES0 2
way/217745445-400,ES0 2
way/221193996-220,ES0 2
way/222873301-220,ES0 1
way/222895334-400,ES0 1
way/222901014-220,ES0 1
way/226363063-400,ES0 2
way/226886241-400,ES0 2
way/23882397-220,ES0 2
way/258916144-220,ES0 0
way/27668869-400,ES0 2
way/27936937-400,ES0 2
way/27937443-220,ES0 2
way/27949649-400,ES0 2
way/28048116-220,ES0 2
way/28308003-400,ES0 2
way/283348372-400,ES0 2
way/28400958-220,ES0 2
way/28491137-220,ES0 2
way/28526748-220,ES0 2
way/28526821-220,ES0 2
way/28648202-220,ES0 0
way/28683005-400,ES0 2
way/28683269-220,ES0 2
way/291666290-220,ES0 2
way/292277455-220,ES0 1
way/31110032-225,ES0 2
way/325432908-220,ES0 2
way/327268322-400,ES0 1
way/33771314-400,ES0 0
way/338683860-220,ES0 1
way/340399370-400,ES0 0
way/34585227-400,ES0 0
way/346490586-220,ES0 2
way/365551344-220,ES0 2
way/370803224-220,ES0 0
way/39827901-220,ES0 0
way/399055749-220,ES0 0
way/411107082-220,ES0 0
way/419408372-220,ES0 2
way/43797051-220,ES0 1
way/43842955-400,ES0 2
way/445989313-220,ES0 0
way/44633677-220,ES0 1
way/457010443-220,ES0 1
way/46106589-220,ES0 1
way/47367769-220,ES0 2
way/47842260-400,ES0 2
way/47908906-220,ES0 2
way/47911346-400,ES0 2
way/48304858-220,ES0 2
way/48310486-220,ES0 2
way/48467553-220,ES0 2
way/49252090-220,ES0 0
way/49258709-220,ES0 0
way/51188420-400,ES0 1
way/51822825-400,ES0 2
way/52516392-400,ES0 2
way/56137765-400,ES0 2
way/576439241-400,ES0 1
way/586348408-220,ES0 0
way/58928252-400,ES0 2
way/60063660-400,ES0 2
way/60342307-220,ES0 0
way/60351390-400,ES0 0
way/60354466-220,ES0 2
way/60398296-220,ES0 2
way/626886449-400,ES0 2
way/651711449-400,ES0 1
way/666476490-220,ES0 1
way/675714143-400,ES0 0
way/677413570-400,ES0 2
way/683693772-400,ES0 0
way/683892938-400,ES0 0
way/701397734-400,ES0 2
way/71796402-400,ES0 0
way/729485840-400,ES0 0
way/731605861-220,ES0 2
way/73511619-400,ES0 2
way/73683435-220,ES0 2
way/74384031-400,ES0 2
way/75606778-400,ES0 0
way/75619319-220,ES0 0
way/75902880-400,ES0 1
way/772400244-400,ES0 1
way/77640470-400,ES0 0
way/77654729-400,ES0 0
way/782365013-220,ES0 1
way/789683722-220,ES0 0
way/81152317-400,ES0 2
way/828193563-220,ES0 2
way/84526032-400,ES0 1
way/84883895-220,ES0 2
way/85817084-400,ES0 2
way/86512030-400,ES0 2
way/88760627-400,ES0 2
way/89084456-220,ES0 0
way/90829734-400,ES0 0
way/913515391-220,ES0 1
way/91441017-220,ES0 1
way/921541546-400,ES0 0
way/931793946-400,ES0 1
way/970599107-220,ES0 0
way/97286424-400,ES0 1
way/977168018-220,ES0 1
way/97937366-400,ES0 1
way/983523978-400,ES0 2
way/989699715-400,ES0 1
way/991952490-220,ES0 1
way/139280545-220,ES6 0
way/139280769-220,ES6 0
way/148347794-220,ES6 0
way/347643820-220,ES6 0
way/81409681-220,ES6 0
FI1-220,FI1 1
FI10-400,FI1 0
FI11-400,FI1 0
FI12-400,FI1 0
FI13-400,FI1 0
FI14-400,FI1 0
FI15-400,FI1 0
FI16-400,FI1 0
FI17-400,FI1 0
FI18-400,FI1 0
FI19-400,FI1 0
FI20-400,FI1 0
FI21-400,FI1 0
FI22-400,FI1 0
FI25-400,FI1 0
FI26-400,FI1 0
FI27-400,FI1 0
FI29-400,FI1 0
FI3-400,FI1 1
FI30-400,FI1 0
FI31-400,FI1 0
FI32-400,FI1 0
FI33-400,FI1 0
FI34-400,FI1 0
FI35-400,FI1 0
FI36-400,FI1 0
FI37-400,FI1 0
FI38-400,FI1 0
FI4-400,FI1 1
FI8-400,FI1 0
way/1107461441-400,FI1 1
way/1155254820-400,FI1 0
way/1159141282-220,FI1 1
way/123462491-400,FI1 0
way/1275744419-400,FI1 0
way/128463750-400,FI1 1
way/1286130176-400,FI1 0
way/1306874220-400,FI1 1
way/136068907-400,FI1 0
way/144383819-400,FI1 1
way/144832705-400,FI1 1
way/149965733-400,FI1 1
way/149965739-400,FI1 1
way/150209972-400,FI1 0
way/151818544-400,FI1 0
way/159532385-400,FI1 0
way/167705754-400,FI1 0
way/173431802-400,FI1 0
way/208979069-400,FI1 1
way/238856422-400,FI1 0
way/239242345-400,FI1 0
way/26619335-400,FI1 0
way/27674611-400,FI1 0
way/286955409-400,FI1 1
way/28820749-400,FI1 0
way/314853393-220,FI1 1
way/34623113-400,FI1 0
way/348003562-400,FI1 0
way/348358044-400,FI1 1
way/35281467-400,FI1 1
way/379937972-220,FI1 1
way/388655178-400,FI1 1
way/391140226-400,FI1 1
way/391142388-220,FI1 1
way/391145068-220,FI1 1
way/43143343-400,FI1 1
way/47317827-400,FI1 1
way/53047196-400,FI1 0
way/544156119-400,FI1 1
way/551596913-400,FI1 1
way/55275882-400,FI1 0
way/55609623-220,FI1 1
way/590767557-400,FI1 0
way/620351437-220,FI1 1
way/881741424-400,FI1 1
way/95392702-400,FI1 0
way/96660466-400,FI1 0
way/98561229-400,FI1 1
way/98589905-400,FI1 0
way/98613134-400,FI1 0
way/98735006-400,FI1 0
CH48-225,FR0 4
CH49-225,FR0 4
CH51-400,FR0 3
FR100-225,FR0 2
FR101-225,FR0 1
FR102-400,FR0 4
FR103-225,FR0 3
FR104-225,FR0 3
FR105-225,FR0 3
FR106-225,FR0 3
FR107-225,FR0 5
FR108-225,FR0 5
FR109-225,FR0 2
FR110-400,FR0 2
FR111-225,FR0 1
FR112-225,FR0 3
FR113-225,FR0 5
FR115-225,FR0 1
FR117-225,FR0 5
FR118-225,FR0 5
FR119-225,FR0 5
FR121-225,FR0 5
FR122-225,FR0 3
FR123-225,FR0 3
FR124-225,FR0 3
FR125-225,FR0 3
FR128-400,FR0 3
FR129-225,FR0 4
FR130-225,FR0 0
FR131-225,FR0 3
FR132-225,FR0 0
FR134-225,FR0 1
FR135-225,FR0 1
FR136-400,FR0 3
FR137-225,FR0 3
FR139-225,FR0 3
FR140-225,FR0 0
FR141-225,FR0 0
FR142-225,FR0 3
FR143-225,FR0 3
FR144-225,FR0 3
FR145-225,FR0 3
FR146-225,FR0 0
FR148-225,FR0 0
FR149-225,FR0 0
FR15-400,FR0 4
FR150-225,FR0 0
FR151-225,FR0 0
FR153-225,FR0 0
FR154-225,FR0 0
FR156-225,FR0 6
FR157-225,FR0 3
FR158-225,FR0 0
FR159-400,FR0 7
FR16-225,FR0 2
FR160-225,FR0 6
FR161-400,FR0 7
FR162-225,FR0 6
FR163-400,FR0 7
FR164-225,FR0 7
FR165-225,FR0 7
FR166-225,FR0 7
FR167-225,FR0 0
FR168-225,FR0 0
FR169-225,FR0 0
FR170-225,FR0 0
FR171-225,FR0 0
FR172-225,FR0 7
FR173-225,FR0 6
FR174-225,FR0 0
FR175-225,FR0 7
FR176-225,FR0 0
FR177-225,FR0 6
FR178-225,FR0 0
FR179-225,FR0 0
FR180-225,FR0 0
FR181-400,FR0 7
FR182-225,FR0 6
FR183-225,FR0 0
FR185-225,FR0 0
FR186-225,FR0 0
FR187-225,FR0 0
FR188-225,FR0 0
FR189-225,FR0 0
FR19-225,FR0 2
FR190-225,FR0 0
FR191-225,FR0 0
FR192-400,FR0 0
FR193-225,FR0 6
FR195-225,FR0 0
FR196-225,FR0 6
FR197-225,FR0 0
FR198-225,FR0 0
FR199-225,FR0 0
FR2-225,FR0 2
FR200-225,FR0 0
FR201-225,FR0 0
FR202-225,FR0 0
FR203-225,FR0 0
FR204-225,FR0 0
FR22-225,FR0 2
FR23-225,FR0 2
FR24-225,FR0 2
FR25-225,FR0 2
FR26-225,FR0 4
FR27-225,FR0 4
FR29-225,FR0 2
FR3-225,FR0 2
FR30-225,FR0 2
FR31-225,FR0 4
FR32-225,FR0 5
FR33-225,FR0 5
FR34-400,FR0 4
FR35-225,FR0 5
FR36-225,FR0 2
FR37-225,FR0 4
FR38-225,FR0 2
FR39-225,FR0 4
FR40-400,FR0 2
FR41-225,FR0 2
FR42-225,FR0 2
FR45-225,FR0 4
FR46-225,FR0 2
FR47-225,FR0 2
FR48-225,FR0 2
FR49-225,FR0 2
FR51-225,FR0 2
FR52-225,FR0 2
FR53-225,FR0 2
FR55-225,FR0 2
FR57-225,FR0 2
FR58-225,FR0 2
FR59-225,FR0 2
FR6-225,FR0 2
FR60-225,FR0 2
FR61-225,FR0 2
FR63-400,FR0 2
FR65-225,FR0 4
FR67-225,FR0 4
FR68-225,FR0 2
FR7-225,FR0 2
FR70-225,FR0 2
FR71-225,FR0 2
FR72-225,FR0 2
FR73-225,FR0 2
FR74-225,FR0 2
FR75-225,FR0 4
FR76-225,FR0 4
FR77-400,FR0 4
FR78-400,FR0 4
FR79-225,FR0 5
FR81-225,FR0 5
FR82-225,FR0 5
FR83-225,FR0 4
FR84-400,FR0 2
FR85-225,FR0 1
FR86-225,FR0 4
FR87-225,FR0 2
FR88-225,FR0 4
FR89-225,FR0 4
FR9-225,FR0 2
FR90-225,FR0 4
FR91-225,FR0 2
FR92-225,FR0 2
FR93-225,FR0 2
FR94-225,FR0 4
FR95-400,FR0 4
FR96-400,FR0 4
FR97-225,FR0 5
FR98-225,FR0 4
FR99-225,FR0 5
relation/13260100-400,FR0 2
relation/13260224-225,FR0 2
relation/15956164-225,FR0 2
relation/1604500-225,FR0 6
way/100021432-225,FR0 5
way/100087916-400,FR0 0
way/1000881525-400,FR0 6
way/100500802-400,FR0 0
way/101086962-225,FR0 2
way/101108382-225,FR0 0
way/101207712-225,FR0 0
way/101217260-225,FR0 5
way/101228343-225,FR0 2
way/101494744-225,FR0 3
way/103365741-225,FR0 2
way/103921705-225,FR0 0
way/103960552-225,FR0 2
way/104008765-225,FR0 6
way/1041877812-225,FR0 2
way/104240116-225,FR0 0
way/104481448-225,FR0 0
way/1046982647-225,FR0 5
way/105197514-225,FR0 0
way/105202875-225,FR0 0
way/105515586-400,FR0 7
way/105571340-400,FR0 7
way/105630888-400,FR0 1
way/1056316394-225,FR0 3
way/105652436-225,FR0 1
way/105652455-225,FR0 1
way/105690676-400,FR0 1
way/105783300-400,FR0 1
way/105840884-400,FR0 7
way/105913465-400,FR0 7
way/105913481-225,FR0 5
way/106284701-225,FR0 2
way/1067248696-225,FR0 2
way/107121899-225,FR0 0
way/1076166858-225,FR0 2
way/108084125-225,FR0 5
way/108089073-225,FR0 5
way/1081289679-225,FR0 0
way/1091109862-225,FR0 6
way/109817708-400,FR0 6
way/109859712-400,FR0 6
way/110086345-400,FR0 0
way/110443404-400,FR0 7
way/110450456-400,FR0 1
way/110468028-225,FR0 6
way/110522458-225,FR0 1
way/110542740-225,FR0 5
way/110602470-225,FR0 0
way/111265307-225,FR0 2
way/111276881-225,FR0 6
way/111414142-400,FR0 7
way/111449797-225,FR0 7
way/111456385-400,FR0 7
way/111458307-400,FR0 7
way/111558550-400,FR0 7
way/111558561-225,FR0 7
way/111769053-225,FR0 0
way/111816982-225,FR0 5
way/1121036738-225,FR0 4
way/112310487-225,FR0 5
way/112342683-400,FR0 5
way/112893617-400,FR0 1
way/112925040-225,FR0 6
way/113338234-225,FR0 6
way/114018928-400,FR0 0
way/114254761-225,FR0 3
way/114355666-400,FR0 5
way/114359287-225,FR0 6
way/114363583-400,FR0 3
way/114730382-225,FR0 0
way/115437692-225,FR0 6
way/115476080-225,FR0 1
way/116168269-225,FR0 5
way/1162035523-225,FR0 2
way/116670124-225,FR0 2
way/116702384-225,FR0 2
way/117350758-400,FR0 2
way/117421453-225,FR0 1
way/117446403-400,FR0 1
way/117537715-225,FR0 4
way/117810798-225,FR0 3
way/117893799-400,FR0 2
way/117975440-400,FR0 2
way/118079877-400,FR0 4
way/118086309-400,FR0 4
way/118121876-400,FR0 3
way/118127416-225,FR0 0
way/118133021-225,FR0 3
way/118133060-225,FR0 3
way/118133898-225,FR0 5
way/118213015-225,FR0 0
way/118216358-225,FR0 2
way/118216361-225,FR0 2
way/118260031-225,FR0 2
way/118387083-400,FR0 2
way/118387084-225,FR0 2
way/118400622-225,FR0 6
way/118400623-225,FR0 6
way/118591672-225,FR0 4
way/118655802-400,FR0 4
way/118684662-225,FR0 0
way/118727701-225,FR0 3
way/119048154-225,FR0 2
way/1198130346-225,FR0 4
way/120464542-225,FR0 4
way/120522167-225,FR0 4
way/120553316-225,FR0 4
way/120707003-400,FR0 2
way/120861987-225,FR0 4
way/121024004-225,FR0 4
way/121087628-225,FR0 6
way/121101846-225,FR0 0
way/121116528-225,FR0 4
way/121152763-225,FR0 6
way/121161175-225,FR0 0
way/121297422-400,FR0 0
way/121499607-225,FR0 0
way/121500497-400,FR0 0
way/122061929-225,FR0 3
way/122104435-225,FR0 3
way/122361853-225,FR0 3
way/122411058-225,FR0 4
way/122563466-400,FR0 3
way/122568639-225,FR0 3
way/122748502-225,FR0 3
way/122752897-225,FR0 3
way/122755047-225,FR0 3
way/122755068-225,FR0 5
way/122923029-225,FR0 3
way/123120808-225,FR0 4
way/1231941645-225,FR0 0
way/1236363679-225,FR0 1
way/1236930242-225,FR0 6
way/125003945-225,FR0 4
way/125076979-225,FR0 3
way/125164718-225,FR0 7
way/125494395-225,FR0 3
way/125495792-225,FR0 3
way/125550372-225,FR0 5
way/125721667-225,FR0 3
way/126417428-225,FR0 4
way/1271288345-400,FR0 2
way/1272896526-225,FR0 4
way/1275810585-400,FR0 2
way/128106453-225,FR0 3
way/128524174-225,FR0 7
way/129026531-225,FR0 4
way/129378915-400,FR0 4
way/129440971-225,FR0 2
way/129581885-225,FR0 2
way/129614642-225,FR0 2
way/129624451-225,FR0 2
way/129631438-225,FR0 4
way/129662180-225,FR0 2
way/129830455-225,FR0 6
way/130017468-225,FR0 2
way/130132975-225,FR0 4
way/130459448-225,FR0 6
way/130549366-225,FR0 3
way/130562947-225,FR0 3
way/130595758-225,FR0 6
way/130659505-225,FR0 3
way/130792479-225,FR0 0
way/131317126-225,FR0 2
way/1328928952-225,FR0 2
way/133400747-225,FR0 2
way/133637359-225,FR0 0
way/133667044-225,FR0 2
way/133868507-225,FR0 3
way/134147651-225,FR0 7
way/135183628-225,FR0 0
way/135314787-225,FR0 0
way/135585545-225,FR0 7
way/135727900-225,FR0 0
way/135855286-225,FR0 6
way/136068611-225,FR0 3
way/136326140-225,FR0 6
way/136416550-225,FR0 3
way/137083764-225,FR0 3
way/137191333-225,FR0 3
way/137365310-225,FR0 2
way/137474877-225,FR0 1
way/138108387-225,FR0 1
way/138149900-225,FR0 2
way/138278216-225,FR0 1
way/138382023-400,FR0 4
way/138610604-225,FR0 7
way/138787590-225,FR0 6
way/138979502-225,FR0 6
way/139098414-225,FR0 6
way/139593701-225,FR0 0
way/139834740-225,FR0 1
way/142360067-225,FR0 7
way/142420422-225,FR0 7
way/142456148-225,FR0 5
way/142456170-225,FR0 5
way/142456176-225,FR0 3
way/142505460-225,FR0 5
way/142571672-225,FR0 7
way/143283235-225,FR0 2
way/144099634-225,FR0 0
way/146360237-225,FR0 1
way/146360243-225,FR0 5
way/146360244-225,FR0 5
way/146366949-225,FR0 1
way/146402374-225,FR0 4
way/146449309-400,FR0 0
way/146449312-225,FR0 4
way/146449314-225,FR0 4
way/146534501-225,FR0 2
way/146534504-225,FR0 2
way/146534507-225,FR0 2
way/146590045-225,FR0 0
way/146590048-225,FR0 0
way/146695955-400,FR0 5
way/146744609-225,FR0 2
way/147132682-225,FR0 0
way/147132685-400,FR0 0
way/147132690-400,FR0 0
way/147132693-225,FR0 0
way/147174230-225,FR0 6
way/147174234-225,FR0 5
way/147174244-225,FR0 5
way/147174246-225,FR0 0
way/147174253-225,FR0 0
way/147187631-225,FR0 2
way/147187633-225,FR0 2
way/147394004-225,FR0 7
way/147394005-225,FR0 0
way/147394006-225,FR0 5
way/147394007-225,FR0 0
way/147394008-225,FR0 2
way/147394009-225,FR0 5
way/147394010-225,FR0 0
way/147394011-225,FR0 4
way/147394012-225,FR0 3
way/147394015-225,FR0 4
way/147394016-225,FR0 5
way/147398275-225,FR0 2
way/147398276-225,FR0 4
way/147398278-225,FR0 4
way/147398279-225,FR0 4
way/147580956-225,FR0 2
way/147580961-225,FR0 0
way/147580963-225,FR0 2
way/147580965-225,FR0 2
way/147580968-225,FR0 0
way/147580973-225,FR0 2
way/147580978-225,FR0 2
way/147580984-225,FR0 2
way/147580985-225,FR0 0
way/147580994-225,FR0 0
way/147580996-225,FR0 2
way/147581003-225,FR0 2
way/147581004-225,FR0 1
way/148059534-225,FR0 0
way/148059535-225,FR0 2
way/148059537-225,FR0 0
way/148564021-225,FR0 0
way/150329778-225,FR0 0
way/150366395-225,FR0 0
way/152120009-225,FR0 1
way/152778326-225,FR0 7
way/152835217-225,FR0 1
way/154391107-225,FR0 1
way/158232795-225,FR0 2
way/159167277-400,FR0 4
way/162540710-400,FR0 2
way/16287586-225,FR0 6
way/165830069-225,FR0 2
way/165966009-225,FR0 2
way/166057222-225,FR0 2
way/166073883-400,FR0 1
way/169393427-225,FR0 2
way/169799372-225,FR0 2
way/170028621-400,FR0 2
way/170184991-225,FR0 2
way/171051788-225,FR0 0
way/177428102-225,FR0 4
way/177964767-225,FR0 5
way/177964771-225,FR0 5
way/178995408-225,FR0 4
way/179260933-400,FR0 3
way/179848961-225,FR0 1
way/180569105-225,FR0 2
way/182816228-225,FR0 0
way/183105308-225,FR0 0
way/183182430-225,FR0 0
way/183215456-225,FR0 4
way/183818442-225,FR0 0
way/184492595-225,FR0 4
way/188144496-400,FR0 2
way/193292042-400,FR0 4
way/196073443-225,FR0 4
way/197040234-225,FR0 2
way/199093574-225,FR0 2
way/199229562-400,FR0 0
way/203122176-225,FR0 4
way/204349873-225,FR0 4
way/207292011-225,FR0 4
way/207479669-225,FR0 7
way/208424341-225,FR0 0
way/210389707-400,FR0 5
way/211875283-225,FR0 2
way/214483816-400,FR0 4
way/214858101-225,FR0 0
way/219639224-225,FR0 2
way/222188543-400,FR0 5
way/225210595-400,FR0 4
way/226898600-225,FR0 6
way/228049601-225,FR0 0
way/22873838-225,FR0 2
way/22873840-225,FR0 2
way/22938964-225,FR0 6
way/229597405-400,FR0 0
way/231157304-225,FR0 2
way/231157312-225,FR0 2
way/23286313-400,FR0 1
way/23287448-400,FR0 2
way/235370803-400,FR0 7
way/24020441-400,FR0 3
way/24020601-400,FR0 3
way/24025291-400,FR0 3
way/24035563-225,FR0 6
way/241189382-400,FR0 0
way/243285438-225,FR0 3
way/244036491-225,FR0 2
way/247427865-225,FR0 2
way/24849819-400,FR0 2
way/24913871-225,FR0 2
way/24919917-225,FR0 2
way/24923808-225,FR0 2
way/24990664-225,FR0 2
way/260211728-380,FR0 0
way/260579119-225,FR0 0
way/26272450-225,FR0 6
way/26376732-225,FR0 2
way/26376870-400,FR0 6
way/26395237-225,FR0 6
way/265745327-225,FR0 0
way/26813222-225,FR0 2
way/270540194-225,FR0 2
way/27259817-400,FR0 0
way/273536873-225,FR0 0
way/27428702-225,FR0 0
way/27558020-225,FR0 7
way/27768969-225,FR0 0
way/278718504-225,FR0 0
way/27951432-400,FR0 1
way/28706541-225,FR0 2
way/28761900-225,FR0 2
way/29088787-400,FR0 2
way/292180238-225,FR0 2
way/292629713-225,FR0 2
way/294002018-225,FR0 7
way/295403868-400,FR0 4
way/299860588-225,FR0 2
way/299862996-225,FR0 7
way/30292953-400,FR0 2
way/307228675-225,FR0 2
way/312728271-400,FR0 6
way/318195497-225,FR0 2
way/318502246-400,FR0 3
way/32067290-225,FR0 2
way/32196554-400,FR0 4
way/327505353-225,FR0 2
way/327505354-225,FR0 2
way/32876673-225,FR0 2
way/33113310-225,FR0 2
way/338324854-225,FR0 2
way/33973725-225,FR0 4
way/34198056-400,FR0 2
way/34349978-225,FR0 2
