Link,carrier,p_nom_opt,p_nom,p_nom_max,p_nom_extendable,active
BG offshore 0 co2 stored pipeline-2050,CO2 pipeline,1.2349873113129042,0.0,inf,True,True
GBD offshore 0 co2 stored pipeline-2050,CO2 pipeline,221.97914796075622,0.0,inf,True,True
GBE offshore 0 co2 stored pipeline-2050,CO2 pipeline,0.6935199423898747,0.0,inf,True,True
GBE offshore 1 co2 stored pipeline-2050,CO2 pipeline,0.00013998123232179658,0.0,inf,True,True
GBF offshore 0 co2 stored pipeline-2050,CO2 pipeline,69.0996901904372,0.0,inf,True,True
GBH offshore 0 co2 stored pipeline-2050,CO2 pipeline,0.00024195067362873252,0.0,inf,True,True
GBL offshore 0 co2 stored pipeline-2050,CO2 pipeline,7.169308433943619,0.0,inf,True,True
GBM offshore 0 co2 stored pipeline-2050,CO2 pipeline,25.137821473661536,0.0,inf,True,True
GR5 offshore 0 co2 stored pipeline-2050,CO2 pipeline,0.00010258486909396472,0.0,inf,True,True
NL3 offshore 0 co2 stored pipeline-2050,CO2 pipeline,188.52994450018326,0.0,inf,True,True
NL3 offshore 1 co2 stored pipeline-2050,CO2 pipeline,9.509349669836844e-05,0.0,inf,True,True
NO0A offshore 0 co2 stored pipeline-2050,CO2 pipeline,0.00010701425651358043,0.0,inf,True,True
H2 pipeline AL0 -> GR5-2050,H2 pipeline,5.744907726330364,0.0,inf,True,True
H2 pipeline AL0 -> ME0-2050,H2 pipeline,0.005891270536766022,0.0,inf,True,True
H2 pipeline AL0 -> MK0-2050,H2 pipeline,0.0018217646233574956,0.0,inf,True,True
H2 pipeline AL0 -> XK-2050,H2 pipeline,0.0017799451660166458,0.0,inf,True,True
H2 pipeline AT -> CH0-2050,H2 pipeline,0.0007476845479917323,0.0,inf,True,True
H2 pipeline AT -> CZ0-2050,H2 pipeline,0.0013327790301236495,0.0,inf,True,True
H2 pipeline AT -> DE1-2050,H2 pipeline,0.001324905759238924,0.0,inf,True,True
H2 pipeline AT -> HU-2050,H2 pipeline,0.0009518401155559193,0.0,inf,True,True
H2 pipeline AT -> SI0-2050,H2 pipeline,0.0026357917419703282,0.0,inf,True,True
H2 pipeline BA -> HR-2050,H2 pipeline,38.75843976937133,0.0,inf,True,True
H2 pipeline BA -> ME0-2050,H2 pipeline,0.028784367842949066,0.0,inf,True,True
H2 pipeline BA -> RS-2050,H2 pipeline,0.0014571357312475287,0.0,inf,True,True
H2 pipeline BE1+1 -> FRE-2050,H2 pipeline,0.04405042446018608,0.0,inf,True,True
H2 pipeline BE1+1 -> GBJ-2050,H2 pipeline,2223.653286810771,0.0,inf,True,True
H2 pipeline BE3 -> FRF-2050,H2 pipeline,0.002936580765156852,0.0,inf,True,True
H2 pipeline BE3 -> LU0-2050,H2 pipeline,0.017459456393829918,0.0,inf,True,True
H2 pipeline BG -> MK0-2050,H2 pipeline,0.0008649535483732187,0.0,inf,True,True
H2 pipeline BG -> RO-2050,H2 pipeline,623.9861546863237,0.0,inf,True,True
H2 pipeline BG -> RS-2050,H2 pipeline,0.30562518050597615,0.0,inf,True,True
H2 pipeline CH0 -> DE1-2050,H2 pipeline,3.4997099800190736,0.0,inf,True,True
H2 pipeline CH0 -> FRC-2050,H2 pipeline,42.1994486828967,0.0,inf,True,True
H2 pipeline CH0 -> FRF-2050,H2 pipeline,0.006405667419556077,0.0,inf,True,True
H2 pipeline CH0 -> FRK-2050,H2 pipeline,0.006196242305800643,0.0,inf,True,True
H2 pipeline CH0 -> ITC-2050,H2 pipeline,0.0055990396081277444,0.0,inf,True,True
H2 pipeline CZ0 -> PL2-2050,H2 pipeline,0.0015020064324976843,0.0,inf,True,True
H2 pipeline CZ0 -> PL5-2050,H2 pipeline,0.0017182247950037776,0.0,inf,True,True
H2 pipeline DE1 -> DE2-2050,H2 pipeline,0.0067680110334440635,0.0,inf,True,True
H2 pipeline DE1 -> DE9-2050,H2 pipeline,0.0006880061450416244,0.0,inf,True,True
H2 pipeline DE1 -> DEA-2050,H2 pipeline,0.0008229557248562373,0.0,inf,True,True
H2 pipeline DE1 -> DEF-2050,H2 pipeline,0.0004913166385357587,0.0,inf,True,True
H2 pipeline DE2 -> DE8-2050,H2 pipeline,0.0006859626310553093,0.0,inf,True,True
H2 pipeline DE2 -> DED-2050,H2 pipeline,0.00215677449151742,0.0,inf,True,True
H2 pipeline DE2 -> DEE-2050,H2 pipeline,0.0014132342065147432,0.0,inf,True,True
H2 pipeline DE2 -> DEF-2050,H2 pipeline,0.0007916948322349397,0.0,inf,True,True
H2 pipeline DE2 -> DEG-2050,H2 pipeline,0.001604727121324722,0.0,inf,True,True
H2 pipeline DE4 -> DEE-2050,H2 pipeline,0.002903996318964237,0.0,inf,True,True
H2 pipeline DE7 -> DE9-2050,H2 pipeline,0.003711849833110679,0.0,inf,True,True
H2 pipeline DE7 -> DEA-2050,H2 pipeline,0.00489272348058848,0.0,inf,True,True
H2 pipeline DE7 -> DEG-2050,H2 pipeline,0.012824935333192532,0.0,inf,True,True
H2 pipeline DE8 -> DEE-2050,H2 pipeline,0.0016506844678362707,0.0,inf,True,True
H2 pipeline DE8 -> DEF-2050,H2 pipeline,0.0025006268745367747,0.0,inf,True,True
H2 pipeline DE8 -> DK0-2050,H2 pipeline,132.0895687911273,0.0,inf,True,True
H2 pipeline DE8 -> SE2-2050,H2 pipeline,0.0009382318321799328,0.0,inf,True,True
H2 pipeline DE9 -> DED-2050,H2 pipeline,0.0020119747487090407,0.0,inf,True,True
H2 pipeline DE9 -> DEE-2050,H2 pipeline,37.11428320906178,0.0,inf,True,True
H2 pipeline DE9 -> GBJ-2050,H2 pipeline,0.0007799714420538242,0.0,inf,True,True
H2 pipeline DEA -> DEF-2050,H2 pipeline,0.0011434772706604948,0.0,inf,True,True
H2 pipeline DEA -> FRF-2050,H2 pipeline,0.0008345209561508419,0.0,inf,True,True
H2 pipeline DEA -> NL2-2050,H2 pipeline,0.004662044569181996,0.0,inf,True,True
